Location,lat,lon,cat,grp,cat1,cat2
Feeding Baby Penguin Sculpture,42.359342,-71.049881,Art: Sculpture,Art,Sculpture,NA
Feetwise Shoe Statue,42.371062,-71.195121,Art: Statue,Art,Statue,NA
Felix Mural ,42.330764,-71.097701,Art: Mural,Art,Mural,NA
Fence Mural at the Windsor Street Community and Health Center,42.364326,-71.096537,Art: Mural,Art,Mural,NA
Ferma by Esther KlÃ¤s,42.429604,-71.312932,Art: Art,Art,Art,NA
Figaro Figure,42.350773,-71.058219,Art: Storefront,Art,Storefront,NA
Figure Decoupee,42.361369,-71.081842,Art: Installation,Art,Installation,NA
Filigree Concrete Urban Elegance,42.303691,-71.114502,Art: Architecture,Art,Architecture,NA
Fin-de-siècle Scrollwork,42.338655,-71.137065,Art: Architecture,Art,Architecture,NA
Fingers Sculpture,42.353375,-71.06449,Art: Sculpture,Art,Sculpture,NA
Fire Of The Mind Swirling Art Chairs,42.347547,-71.152937,Art: Sculpture,Art,Sculpture,NA
Firefighters Memorial Fountain,42.382783,-71.070608,Art: Fountain,Art,Fountain,NA
Firemen Of Steel Art,42.331566,-71.081232,Art: Art,Art,Art,NA
First Congressional Church Mural ,42.409173,-71.008834,Art: Mural,Art,Mural,NA
Firth Street Mural,42.288484,-71.125706,Art: Mural,Art,Mural,NA
Fish Bones,42.230916,-71.178069,Art: Installation,Art,Installation,NA
Fish Box,42.363917,-71.101036,Art: Electrical Box,Art,Electrical Box,NA
Fish Car by William Turville,42.418369,-71.166292,Art: Art,Art,Art,NA
Fish Fountain Mural,42.248993,-71.002051,Art: Fountain,Art,Fountain,NA
Fish Market Mural,42.349784,-71.038689,Art: Mural,Art,Mural,NA
Fish Mosaic,42.367045,-71.016324,Art: Mosaic,Art,Mosaic,NA
Fish Sculpture,42.35012,-71.03205,Art: Sculpture,Art,Sculpture,NA
Fish Sculpture,42.348228,-71.082433,Art: Sculpture,Art,Sculpture,NA
Fish Sculpture  ,42.349543,-71.082531,Art: Sculpture,Art,Sculpture,NA
Fish Sculpture at Legal,42.322461,-71.169125,Art: Sculpture,Art,Sculpture,NA
Fish Statue,42.362055,-71.102508,Art: Statue,Art,Statue,NA
Fish Tile,42.396077,-71.141174,Art: Engraving,Art,Engraving,NA
Fisherman Floor Mural,42.363489,-71.019369,Art: Mural,Art,Mural,NA
Fishing Frog,42.355798,-71.065046,Art: Statue,Art,Statue,NA
Fist Pumping Statue,42.298814,-71.167526,"Art: Statue, funerary",Art,Statue,Funerary
Fitness Together Mural,42.421768,-71.095016,Art: Mural,Art,Mural,NA
Flag Mural,42.312419,-71.064459,Art: Mural,Art,Mural,NA
Flags of the World Box,42.364161,-71.101436,Art: Electrical Box,Art,Electrical Box,NA
Flame of Hope,42.339521,-71.090359,Art: Installation,Art,Installation,NA
Flames of Victory Sculpture,42.374498,-71.050836,Art: Sculpture,Art,Sculpture,NA
Flamingo Mural,42.473937,-71.100913,Art: Mural,Art,Mural,NA
Flann's Metal Man ,42.333752,-71.103315,Art: Art,Art,Art,NA
Flapper Mermaid,42.36332,-71.097124,Art: Storefront,Art,Storefront,NA
Fleur-de-lis Column,42.352582,-71.059334,Art: Architecture,Art,Architecture,NA
Floating Ladies,42.336006,-71.089019,Art: Art,Art,Art,NA
Floor Rug Mosaic,42.346185,-71.258605,Art: Mosaic,Art,Mosaic,NA
Flora Nigeria Painting,42.345652,-71.044872,Art: Painting,Art,Painting,NA
Floral Engraving,42.333408,-71.07301,Art: Relief,Art,Relief,NA
Floral Exuberance,42.311028,-71.114272,Art: Mural,Art,Mural,NA
Floral Main Street Mural,42.286603,-71.129454,Art: Mural,Art,Mural,NA
Floral Power Box,42.29618,-71.061159,Art: Electrical Box,Art,Electrical Box,NA
Flour and Grain Exchange,42.358423,-71.052712,Art: Architecture,Art,Architecture,NA
Flower Angel Box ,42.378796,-71.246797,Art: Electrical Box,Art,Electrical Box,NA
Flower Box,42.424322,-71.181189,Art: Electrical Box,Art,Electrical Box,NA
Flower Mural,42.357113,-71.132882,Art: Mural,Art,Mural,NA
Flower of Life/Duality,42.352762,-71.131222,Art: Electrical Box,Art,Electrical Box,NA
Flower Pot with Lions,42.295612,-71.065823,Art: Statue,Art,Statue,NA
Flower Power Box,42.322469,-71.167016,Art: Electrical Box,Art,Electrical Box,NA
Flower Power Electrical Box,42.314158,-71.105952,Art: Electrical Box,Art,Electrical Box,NA
Flower Powerbox,42.329952,-71.194587,Art: Electrical Box,Art,Electrical Box,NA
Flower Sculpture,42.291986,-71.300434,Art: Sculpture,Art,Sculpture,NA
Flower Showers,42.336876,-71.143476,Art: Installation,Art,Installation,NA
Flowers Electrical Box,42.415059,-71.152435,Art: Electrical Box,Art,Electrical Box,NA
Flowers Mural at Sole D'Ischia,42.463252,-70.964041,Art: Mural,Art,Mural,NA
Flowers Painted Electrical Box,42.248642,-71.170114,Art: Electrical Box,Art,Electrical Box,NA
Fluting Cherub,42.360946,-71.069693,Art: Sculpture,Art,Sculpture,NA
Flying Locksmiths,42.193542,-71.060047,Art: Storefront,Art,Storefront,NA
Flying Octopus,42.423458,-71.076464,Art: Electrical Box,Art,Electrical Box,NA
Fogo De ChÃ£o Stained Glass Art,42.348712,-71.07715,Art: Glass,Art,Glass,NA
Follow The Honey,42.370857,-71.114095,Art: Storefront,Art,Storefront,NA
Foo Dogs at 88,42.352664,-71.125565,Art: Statue,Art,Statue,NA
For God and Country Scrollwork,42.360977,-71.107878,Art: Architecture,Art,Architecture,NA
For Marjorie sculpture,42.354768,-71.102707,Art: Sculpture,Art,Sculpture,NA
"For Our Father, the King",42.360122,-71.135628,"Art: Statue, religious",Art,Statue,Religious
Foreboding Bull,42.357598,-71.14841,Art: Weathervane,Art,Weathervane,NA
Forest Hill Cemetery Sundial ,42.298096,-71.108086,Art: Artifact,Art,Artifact,NA
Forest Hills Cemetery Sculpture,42.296977,-71.10733,Art: Sculpture,Art,Sculpture,NA
Forest Hills Spirits Mural,42.300721,-71.11259,Art: Mural,Art,Mural,NA
Former Dillaway School Vintage Facade,42.32887,-71.086874,Art: Architecture,Art,Architecture,NA
Fornax Mural,42.286108,-71.129862,Art: Mural,Art,Mural,NA
Fort Point Mural,42.349838,-71.04806,Art: Mural,Art,Mural,NA
Fort Point Soundscape,42.348541,-71.052649,Art: Installation,Art,Installation,NA
fortissimo,42.431522,-71.31148,Art: Installation,Art,Installation,NA
Fount of Meditative Revery,42.374328,-71.145359,Art: Fountain,Art,Fountain,NA
Fountain,42.404833,-71.281015,Art: Fountain,Art,Fountain,NA
Fountain  Of 1000 Southern Artery ,42.242383,-70.983237,Art: Fountain,Art,Fountain,NA
Fountain @ 1401 Beacon,42.340959,-71.124652,Art: Fountain,Art,Fountain,NA
Fountain @ Waterworks Machine,42.333077,-71.154271,Art: Fountain,Art,Fountain,NA
Fountain At English central,42.416549,-71.154428,Art: Fountain,Art,Fountain,NA
Fountain at Four Points Sheraton,42.176151,-71.192833,Art: Fountain,Art,Fountain,NA
Fountain at Harvard,42.375783,-71.12146,Art: Fountain,Art,Fountain,NA
Fountain at Merrymount Park,42.263032,-71.011764,Art: Fountain,Art,Fountain,NA
Fountain at Northeastern,42.339265,-71.087282,Art: Fountain,Art,Fountain,NA
Fountain of Fun,42.36109,-71.162444,Art: Fountain,Art,Fountain,NA
Fountain Of Gold,42.211918,-71.035024,Art: Fountain,Art,Fountain,NA
Fountain of Life Apostolic Church,42.490666,-71.015523,Art: Fountain,Art,Fountain,NA
Fountain of the Crane,42.296004,-71.065774,Art: Fountain,Art,Fountain,NA
Fountain of Youth,42.369025,-71.06895,Art: Fountain,Art,Fountain,NA
Fountain Pen Nib Sculpture,42.367456,-71.146031,Art: Fountain,Art,Fountain,NA
Four Fancy Lights ,42.355555,-71.05238,Art: Architecture,Art,Architecture,NA
Four Foot Gypsum Spires,42.378066,-71.115286,Art: Installation,Art,Installation,NA
Four Idling Men,42.368783,-71.100102,Art: Statue,Art,Statue,NA
Four Seasons Electrical Box,42.413522,-71.149633,Art: Electrical Box,Art,Electrical Box,NA
Four Seasons Mural,42.345796,-71.127857,Art: Mural,Art,Mural,NA
Fox Fountain at BU,42.351192,-71.108679,Art: Fountain,Art,Fountain,NA
Francis Ouinet and Eddue Lowery Statue,42.310018,-71.160359,Art: Statue,Art,Statue,NA
Franklin Park Fountain,42.338825,-71.072527,Art: Fountain,Art,Fountain,NA
Franklin Park Zoo Mural,42.306419,-71.090812,Art: Mural,Art,Mural,NA
Freedom and Unity ,42.356645,-71.055308,Art: Architecture,Art,Architecture,NA
Freeland Crypt,42.374288,-71.144641,"Art: Architecture, funerary",Art,Architecture,Funerary
French Williams Pear Mural,42.357891,-71.157877,Art: Mural,Art,Mural,NA
Fresh Mural At Zamforia,42.261337,-70.993525,Art: Mural,Art,Mural,NA
Frieda Garcia Park Mosaic,42.348089,-71.073591,Art: Mosaic,Art,Mosaic,NA
Froebel Frieze,42.343092,-71.104847,Art: Relief,Art,Relief,NA
Frog In Waiting ,42.349343,-71.040531,Art: Sculpture,Art,Sculpture,NA
Froggie,42.349152,-71.040343,Art: Sculpture,Art,Sculpture,NA
Frost Running Out Of Time Hourglass,42.367647,-71.143383,"Art: Architecture, funerary",Art,Architecture,Funerary
Frozen Biker,42.41206,-71.233083,Art: Bike Rack,Art,Bike Rack,NA
Fruit & Face Bas Relief,42.194342,-71.200844,Art: Relief,Art,Relief,NA
Fruit Murals at Star Market,42.337944,-71.139198,Art: Mural,Art,Mural,NA
Fruity Windows,42.363022,-71.088304,Art: Art,Art,Art,NA
Fuentes Market Mural,42.332539,-71.096456,Art: Mural,Art,Mural,NA
Future Elizabeth Stone House Mural,42.316997,-71.096777,Art: Mural,Art,Mural,NA
Gaiety Girl Bust,42.351777,-71.06288,Art: Statue,Art,Statue,NA
Galasso's Mother Of Love And Sorrow And Mercy,42.296402,-71.166413,"Art: Statue, religious",Art,Statue,Religious
Galaxy: Earth Sphere,42.3624,-71.084377,Art: Installation,Art,Installation,NA
Galway House Front Door,42.311333,-71.114358,Art: Architecture,Art,Architecture,NA
Garden Club Sculpture,42.296648,-71.293818,Art: Sculpture,Art,Sculpture,NA
Garden Marble Mosaic,42.350917,-71.161401,Art: Mosaic,Art,Mosaic,NA
Garden Mural,42.32365,-71.100061,Art: Mural,Art,Mural,NA
Garden Outside Stetson East Fountain,42.341323,-71.090175,Art: Fountain,Art,Fountain,NA
Gardner Hall Façade,42.27104,-71.012135,Art: Architecture,Art,Architecture,NA
Gargoyle Triumvirate ,42.355785,-71.060813,Art: Architecture,Art,Architecture,NA
Gargoyles at 211,42.36154,-71.096862,Art: Architecture,Art,Architecture,NA
Gary Koeppel Electrical Box Mural,42.287621,-71.151993,Art: Electrical Box,Art,Electrical Box,NA
Gateway Arts,42.335132,-71.119728,Art: Storefront,Art,Storefront,NA
Gather Here Pin,42.370722,-71.104793,Art: Sign,Art,Sign,NA
Gemeos,42.350613,-71.067884,Art: Mural,Art,Mural,NA
General Hooker And Steed,42.358262,-71.063155,Art: Statue,Art,Statue,NA
General Kazimierz Pulaski,42.326828,-71.058253,Art: Statue,Art,Statue,NA
General Michael Joseph Galvin,42.371545,-71.063786,Art: Statue,Art,Statue,NA
General Patton,42.356868,-71.073318,Art: Statue,Art,Statue,NA
Gennaros Mural,42.242594,-70.996003,Art: Mural,Art,Mural,NA
Geodesica,42.382814,-71.2428,Art: Installation,Art,Installation,NA
Geometric Kid Fun,42.366416,-71.096127,Art: Art,Art,Art,NA
George C. Dixon First Black World Champion Boxer In Any Class,42.283609,-71.107705,Art: Electrical Box,Art,Electrical Box,NA
George Sheehan mural ,42.318112,-71.075956,Art: Mural,Art,Mural,NA
George Wall Playground,42.275368,-71.06604,Art: Architecture,Art,Architecture,NA
George Washington Statue,42.353813,-71.071089,Art: Statue,Art,Statue,NA
Gerrish Fountain,42.393367,-71.028398,Art: Fountain,Art,Fountain,NA
Get Amped! Arnold Mural,42.364494,-71.173095,Art: Mural,Art,Mural,NA
Get Beard Wall,42.345966,-71.098568,Art: Mural,Art,Mural,NA
Ghost Rider,42.418361,-71.114643,Art: Art,Art,Art,NA
Giant Bicycle Mural,42.344652,-71.10055,Art: Mural,Art,Mural,NA
Giant Birdhouse,42.358244,-71.071366,Art: Art,Art,Art,NA
Giant Boot Pillar,42.348766,-71.085244,Art: Art,Art,Art,NA
Giant Bottle Cap Door,42.346571,-71.033852,Art: Storefront,Art,Storefront,NA
Giant Bowling Pin,42.34723,-71.094481,Art: Storefront,Art,Storefront,NA
Giant Bowling Pin,42.229773,-71.176982,Art: Storefront,Art,Storefront,NA
Giant Buoy ,42.306864,-70.892486,Art: Statue,Art,Statue,NA
Giant Cheese Grater,42.36693,-71.074969,Art: Installation,Art,Installation,NA
Giant Chess,42.346726,-71.049444,Art: Statue,Art,Statue,NA
Giant Duck Statue,42.375394,-71.053137,Art: Statue,Art,Statue,NA
Giant Fish Hook,42.375203,-71.051741,Art: Sculpture,Art,Sculpture,NA
Giant Footprints,42.360197,-71.056917,Art: Installation,Art,Installation,NA
Giant Green Buoy,42.355343,-70.967324,Art: Statue,Art,Statue,NA
Giant Jesus,42.35476,-71.058637,"Art: Statue, religious",Art,Statue,Religious
Giant Light Bulb,42.37506,-71.052922,Art: Sculpture,Art,Sculpture,NA
Giant Mary Statue,42.389717,-71.00562,Art: Statue,Art,Statue,NA
Giant Metal Art,42.37421,-71.050786,Art: Installation,Art,Installation,NA
Giant Metal Bolt,42.374984,-71.051644,Art: Installation,Art,Installation,NA
Giant Metal Shell ,42.374679,-71.051695,Art: Sculpture,Art,Sculpture,NA
Giant Mocking Face,42.314839,-71.102231,Art: Installation,Art,Installation,NA
Giant Neon Eagle,42.363411,-71.016252,Art: Storefront,Art,Storefront,NA
Giant Periodic Table Art ,42.359704,-71.089584,Art: Installation,Art,Installation,NA
Giant Red Bouy,42.355296,-70.967571,Art: Statue,Art,Statue,NA
Giant Red Domino on Building,42.429459,-71.047594,Art: Statue,Art,Statue,NA
Giant Rubber Ducky,42.381231,-71.054272,Art: Art,Art,Art,NA
Giant Stone Vase,42.336283,-71.106595,Art: Statue,Art,Statue,NA
Gift of Georgette,42.246732,-70.978856,"Art: Statue, religious",Art,Statue,Religious
Gift of the Wind,42.388498,-71.11928,Art: Installation,Art,Installation,NA
Gilgamesh,42.378384,-71.11527,Art: Sculpture,Art,Sculpture,NA
Giraffe of Power,42.247431,-71.004942,Art: Installation,Art,Installation,NA
Girl in the glass,42.293319,-71.105346,"Art: Sculpture, funerary",Art,Sculpture,Funerary
Girl Scouts Wise Resources Box ,42.405018,-71.107775,Art: Electrical Box,Art,Electrical Box,NA
Glass-Topped Pyramid,42.349164,-71.064724,Art: Installation,Art,Installation,NA
Glass Ceiling,42.456935,-71.295271,Art: Architecture,Art,Architecture,NA
Glass Pyramid,42.375906,-71.113175,Art: Architecture,Art,Architecture,NA
Glass Pyramid,42.365719,-71.123834,Art: Architecture,Art,Architecture,NA
Glass Pyramids,42.356004,-71.054668,Art: Architecture,Art,Architecture,NA
Glastonbury Abbey Labyrinth,42.24612,-70.853735,Art: Art,Art,Art,NA
Glastonbury Abbey Peace Pole,42.24698,-70.852366,Art: Artifact,Art,Artifact,NA
Global Eagle,42.36437,-71.060107,Art: Architecture,Art,Architecture,NA
Global Knit Work,42.353424,-71.090608,Art: Art,Art,Art,NA
Globe of Despair,42.375118,-71.143518,"Art: Architecture, funerary",Art,Architecture,Funerary
Goddess of Liberty,42.339507,-71.094278,Art: Art,Art,Art,NA
Goffe,42.373081,-71.118568,Art: Art,Art,Art,NA
Gold Stars Mother Memorial,42.414815,-71.012357,"Art: Statue, religious",Art,Statue,Religious
Goldberg Variations,42.364488,-71.020907,Art: Installation,Art,Installation,NA
Golden Fish Statue ,42.347891,-71.082535,Art: Statue,Art,Statue,NA
Golden Greek,42.351656,-71.118349,Art: Statue,Art,Statue,NA
Golden Lion Master,42.280716,-71.035606,Art: Statue,Art,Statue,NA
Golden Lion Rogue,42.280823,-71.035333,Art: Statue,Art,Statue,NA
Golden Octahedron,42.366771,-71.08899,Art: Installation,Art,Installation,NA
Golden Pyramid,42.352325,-71.049511,Art: Installation,Art,Installation,NA
Golden Ratio Mosaic,42.361863,-71.088484,Art: Mosaic,Art,Mosaic,NA
Goldfish Mural,42.315303,-71.078347,Art: Mural,Art,Mural,NA
Googly Eyes Alarm,42.377118,-71.112195,Art: Art,Art,Art,NA
Gorilla Sculpture,42.307815,-71.091095,Art: Sculpture,Art,Sculpture,NA
Gosman Copper Flame,42.364931,-71.255452,Art: Installation,Art,Installation,NA
Gothic Gargoyles,42.349276,-71.085995,Art: Architecture,Art,Architecture,NA
Governor John Winthrop,42.353781,-71.074966,Art: Statue,Art,Statue,NA
Governor John Winthrop Statue,42.372098,-71.061923,Art: Statue,Art,Statue,NA
Grace Sculpture ,42.312144,-71.111031,Art: Sculpture,Art,Sculpture,NA
Graffiti,42.358181,-71.107749,Art: Mural,Art,Mural,NA
Grand Ole Flag Box,42.418086,-71.070506,Art: Electrical Box,Art,Electrical Box,NA
Granite Benches,42.351595,-71.068191,Art: Installation,Art,Installation,NA
Granite Eagle,42.357237,-71.057185,Art: Statue,Art,Statue,NA
Granite Scrollwork ,42.36475,-71.055421,Art: Architecture,Art,Architecture,NA
Granite Shroud,42.370419,-71.145783,"Art: Artifact, funerary",Art,Artifact,Funerary
Granite Spheres,42.414806,-71.325623,Art: Statue,Art,Statue,NA
Granite Wheel,42.36686,-71.302466,Art: Artifact,Art,Artifact,NA
Granite Workers Statue,42.242749,-71.021466,Art: Statue,Art,Statue,NA
Grassy Knoll Mural,42.314787,-71.096452,Art: Mural,Art,Mural,NA
Greater Egelston Community High Mural,42.314311,-71.099189,Art: Mural,Art,Mural,NA
Greatest Gift Mural,42.319934,-71.100822,Art: Mural,Art,Mural,NA
Grecian Terracotta Scrollwork,42.336861,-71.047975,Art: Ceramics,Art,Ceramics,NA
Greek Bust,42.349465,-71.0619,Art: Statue,Art,Statue,NA
Greek Sculpture  ,42.315779,-71.20997,Art: Sculpture,Art,Sculpture,NA
Green Meets Wave Blue,42.364021,-71.032473,Art: Mural,Art,Mural,NA
Green Sprouts by a Fence,42.318982,-71.113466,Art: Art,Art,Art,NA
Greenest Traffic Box,42.486751,-71.099896,Art: Electrical Box,Art,Electrical Box,NA
Greenough Lane Checker Table,42.366698,-71.053477,Art: Art,Art,Art,NA
Gridley Bryant and the Boston Granite Style,42.3624,-71.070151,Art: Statue,Art,Statue,NA
Grieving Maiden,42.37489,-71.14084,"Art: Statue, funerary",Art,Statue,Funerary
Griffin Motif,42.357639,-71.070759,Art: Relief,Art,Relief,NA
Grocery Art,42.330048,-71.206675,Art: Storefront,Art,Storefront,NA
Grossman Spikey Fountain,42.246192,-71.006495,Art: Fountain,Art,Fountain,NA
Grounded Compass,42.374977,-71.236237,Art: Art,Art,Art,NA
Group Sculpture at Veronica B Smith Senior Center,42.348144,-71.15368,Art: Sculpture,Art,Sculpture,NA
Grove St Park Mural,42.381279,-71.158121,Art: Mural,Art,Mural,NA
Grove Street Painting,42.391975,-71.029114,Art: Mural,Art,Mural,NA
Guarded Light,42.355494,-71.057492,Art: Architecture,Art,Architecture,NA
Guardian Lion,42.346478,-71.138834,Art: Statue,Art,Statue,NA
Guardian Lion,42.398287,-71.102894,Art: Statue,Art,Statue,NA
Guinness Art,42.372027,-71.236112,Art: Art,Art,Art,NA
Gum Wall Mural,42.346221,-71.127758,Art: Mural,Art,Mural,NA
Hamil Gallery Mural,42.331347,-71.082294,Art: Mural,Art,Mural,NA
Hancock Tavern Façade,42.267737,-71.016027,Art: Architecture,Art,Architecture,NA
Hands Powerbox,42.288111,-71.046724,Art: Electrical Box,Art,Electrical Box,NA
Hanging Out with Jesus,42.352154,-71.151817,"Art: Statue, religious",Art,Statue,Religious
Happy Bee Box,42.327763,-71.095373,Art: Electrical Box,Art,Electrical Box,NA
Happy Dog E Box,42.364021,-71.113052,Art: Electrical Box,Art,Electrical Box,NA
Happy Robot Sculpture,42.358143,-71.109822,Art: Sculpture,Art,Sculpture,NA
Harbor Arts Hatchet,42.364069,-71.031529,Art: Installation,Art,Installation,NA
Harbor Arts Twist,42.364069,-71.031256,Art: Installation,Art,Installation,NA
Harbor Fog,42.357476,-71.051259,Art: Installation,Art,Installation,NA
Harborwalk Bas Relief,42.364397,-71.026433,Art: Relief,Art,Relief,NA
Hare and Tortoise,42.350032,-71.076433,Art: Statue,Art,Statue,NA
Harold Connolly Tribute,42.350246,-71.146448,Art: Statue,Art,Statue,NA
Harper & Faye Steel Sculptures,42.355908,-71.05649,Art: Sculpture,Art,Sculpture,NA
Harpoon Bike Rack,42.347264,-71.034438,Art: Bike Rack,Art,Bike Rack,NA
Harriet Tubman,42.336616,-71.08937,Art: Literary,Art,Literary,NA
Harvard Art Museums Courtyard,42.37413,-71.113935,Art: Architecture,Art,Architecture,NA
Harvard Aslan Lion Fountain,42.335979,-71.105065,Art: Fountain,Art,Fountain,NA
Harvard BioLabs Brick Mural,42.378865,-71.1136,Art: Mural,Art,Mural,NA
Harvard Ceramics,42.362823,-71.131024,Art: Ceramics,Art,Ceramics,NA
Harvard Judgement Sculpture,42.379482,-71.118414,Art: Sculpture,Art,Sculpture,NA
Harvard Kent Art Mural,42.377019,-71.057491,Art: Mural,Art,Mural,NA
Harvard Lampoon ,42.371626,-71.117385,Art: Architecture,Art,Architecture,NA
Harvard Sculpture at Lawn,42.379191,-71.117901,Art: Sculpture,Art,Sculpture,NA
Hastings Street Mural,42.28585,-71.155998,Art: Mural,Art,Mural,NA
Hatch Shell Power Box,42.420903,-71.098823,Art: Electrical Box,Art,Electrical Box,NA
HBS Twisting Strand,42.367464,-71.120775,Art: Installation,Art,Installation,NA
He's Just Lion There,42.467277,-71.159952,Art: Statue,Art,Statue,NA
Headless Bridal Maids Painting,42.335484,-71.039136,Art: Art,Art,Art,NA
Heads or Tails,42.360958,-71.084552,Art: Installation,Art,Installation,NA
Heart Art Box,42.418364,-71.109752,Art: Electrical Box,Art,Electrical Box,NA
Heller School Sculpture,42.369291,-71.258699,Art: Sculpture,Art,Sculpture,NA
Hello Bear!,42.365997,-71.114798,Art: Statue,Art,Statue,NA
Helping Jesus Off The Cross,42.281096,-71.099998,"Art: Statue, religious",Art,Statue,Religious
Hendrix By Jef Aerosol,42.34075,-71.085842,Art: Wheatpaste,Art,Wheatpaste,NA
Hennigan School Mural,42.325583,-71.10741,Art: Mural,Art,Mural,NA
Hennigan School Mural,42.325538,-71.107101,Art: Mural,Art,Mural,NA
Hero of Conscience by Ron Mehlman,42.337224,-71.107064,Art: Sculpture,Art,Sculpture,NA
Heron House Sculpture,42.352627,-71.087005,Art: Sculpture,Art,Sculpture,NA
Heron In Flight ,42.418833,-71.114635,Art: Electrical Box,Art,Electrical Box,NA
Hex Health Mural,42.394338,-71.146517,Art: Mural,Art,Mural,NA
Hidden Fountain,42.350275,-71.074703,Art: Fountain,Art,Fountain,NA
Hidden Fountain,42.347102,-71.247164,Art: Fountain,Art,Fountain,NA
Hidden Windows,42.365329,-71.055579,Art: Mural,Art,Mural,NA
Hilton Greeting Statue,42.367452,-71.022902,Art: Statue,Art,Statue,NA
Hippo Spout,42.349357,-71.066233,Art: Architecture,Art,Architecture,NA
His Record is on High,42.372538,-71.147171,"Art: Statue, funerary",Art,Statue,Funerary
Historic Powerbox,42.351174,-71.168268,Art: Electrical Box,Art,Electrical Box,NA
Historic Yerxa Building Facade,42.365547,-71.18401,Art: Architecture,Art,Architecture,NA
Historical Allston Mural,42.349581,-71.129767,Art: Mural,Art,Mural,NA
Historical Town Center Electrical Box,42.193094,-71.20135,Art: Electrical Box,Art,Electrical Box,NA
History of East Boston Mural,42.371811,-71.03842,Art: Mural,Art,Mural,NA
History Of East Boston Mural,42.373914,-71.038832,Art: Mural,Art,Mural,NA
History of Ft. Hill Mural,42.327359,-71.096558,Art: Mural,Art,Mural,NA
Hoegaarden Mural,42.353404,-71.132348,Art: Mural,Art,Mural,NA
Holbrook Angel,42.373575,-71.14443,"Art: Statue, funerary",Art,Statue,Funerary
Hold Fast,42.363268,-71.034182,Art: Art,Art,Art,NA
Hole in the Wall Mural,42.352582,-71.130323,Art: Mural,Art,Mural,NA
Holy Cross Cemetery,42.428905,-71.040602,"Art: Statue, religious",Art,Statue,Religious
Holy Cross Cemetery & Mausoleum,42.425343,-71.03942,"Art: Statue, religious",Art,Statue,Religious
Holy Cross Mary,42.428115,-71.039227,"Art: Statue, religious",Art,Statue,Religious
Holy Father Statue,42.319827,-71.166838,"Art: Statue, religious",Art,Statue,Religious
Holy Mary Mother of Christ Statue ,42.336036,-71.17144,"Art: Statue, religious",Art,Statue,Religious
"Holy Mary, Mother of God Statue",42.450444,-71.234303,"Art: Statue, religious",Art,Statue,Religious
Holy Mother Statue,42.347321,-71.146863,"Art: Statue, religious",Art,Statue,Religious
Holy Trinity Bronze Cross,42.377907,-71.130654,"Art: Statue, religious",Art,Statue,Religious
Homage to Mother Earth Mural,42.320657,-71.098515,Art: Mural,Art,Mural,NA
Home Run Mural,42.328082,-71.100399,Art: Mural,Art,Mural,NA
Honest Abe,42.358909,-71.147055,Art: Mural,Art,Mural,NA
Honey Bear Requiem,42.372022,-71.11835,Art: Storefront,Art,Storefront,NA
Hood Milk Bottle,42.351667,-71.050235,Art: Art,Art,Art,NA
Horned Lamps,42.426701,-71.068577,Art: Architecture,Art,Architecture,NA
Horse Carriage Fire Engine Mural,42.282402,-71.047468,Art: Mural,Art,Mural,NA
Horse Hitch,42.357468,-71.068049,Art: Art,Art,Art,NA
Horse Relief,42.461826,-71.069759,Art: Relief,Art,Relief,NA
Hot Sports Painted Electrical Box,42.366305,-71.095862,Art: Electrical Box,Art,Electrical Box,NA
House Electric Box,42.425457,-71.069404,Art: Electrical Box,Art,Electrical Box,NA
How Do You Compare Zoo Mural,42.306864,-71.089548,Art: Mural,Art,Mural,NA
How Is Your Mother,42.320125,-71.061814,Art: Installation,Art,Installation,NA
Howie Green Paintbox,42.358177,-71.137513,Art: Electrical Box,Art,Electrical Box,NA
HSPH Student Organized AIDS Quilt,42.33546,-71.102353,Art: Art,Art,Art,NA
Human Arts Mural,42.343318,-71.086353,Art: Mural,Art,Mural,NA
Human Element,42.361426,-71.060937,Art: Sculpture,Art,Sculpture,NA
Human Evolution Mural,42.354352,-71.053902,Art: Mural,Art,Mural,NA
Hyatt Art,42.359276,-71.027028,Art: Art,Art,Art,NA
Hybrid Statue,42.204997,-71.113985,Art: Statue,Art,Statue,NA
Hyde Park Community Mural,42.256014,-71.123416,Art: Mural,Art,Mural,NA
Hydraulic Cycle Mural,42.29235,-71.079726,Art: Mural,Art,Mural,NA
Hypnotic Spiral Art,42.349627,-71.090859,Art: Installation,Art,Installation,NA
I Believe I Can Fly Statue,42.330359,-71.09178,Art: Statue,Art,Statue,NA
I Know My Robe Gonna Fit Me Well,42.341017,-71.083372,Art: Literary,Art,Literary,NA
Ice Cream Box Mural,42.354673,-71.132646,Art: Electrical Box,Art,Electrical Box,NA
Ice Cream Mural at Twist and Shake,42.40684,-70.991527,Art: Mural,Art,Mural,NA
IHS Statue,42.308289,-71.122158,"Art: Statue, religious",Art,Statue,Religious
Il Mondo Pizza Mural,42.345799,-71.086895,Art: Mural,Art,Mural,NA
Imma Fancy Can,42.354893,-71.110511,Art: Art,Art,Art,NA
Imperial Marble and Stone Mural,42.343822,-71.067955,Art: Mural,Art,Mural,NA
Imperial Pizza Mural,42.349122,-71.152075,Art: Mural,Art,Mural,NA
In Our DNA,42.366524,-71.080997,Art: Mural,Art,Mural,NA
In Pursuit of Magic,42.321685,-71.111013,Art: Mural,Art,Mural,NA
